#                                                                                                                                     --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                                                 accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                                         ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
179362at2759_186990_0:001100|NODE_859_length_15811_cov_67.394560:11233-15222  -            735 179362at2759         -            938   2.3e-91  302.0  69.5   1   1   2.9e-91   2.9e-91  301.7  69.5     1   725     7   730     7   734 0.81 -
179362at2759_328815_0:002b66|NODE_859_length_15811_cov_67.394560:11233-15303  -            996 179362at2759         -            938   2.7e-85  282.0  89.3   1   3   1.2e-82   1.2e-82  273.1  19.5     1   341     7   374     7   383 0.86 -
179362at2759_328815_0:002b66|NODE_859_length_15811_cov_67.394560:11233-15303  -            996 179362at2759         -            938   2.7e-85  282.0  89.3   2   3   0.00032   0.00032   13.6  41.7   248   626   433   805   428   846 0.74 -
179362at2759_328815_0:002b66|NODE_859_length_15811_cov_67.394560:11233-15303  -            996 179362at2759         -            938   2.7e-85  282.0  89.3   3   3      0.13      0.13    5.0  12.1   507   686   884   990   854   995 0.41 -
179362at2759_32264_0:00134b|NODE_859_length_15811_cov_67.394560:11233-15249   -           1027 179362at2759         -            938   2.8e-85  281.9 112.9   1   4     1e-80     1e-80  266.8  27.4     1   401     7   433     7   433 0.85 -
179362at2759_32264_0:00134b|NODE_859_length_15811_cov_67.394560:11233-15249   -           1027 179362at2759         -            938   2.8e-85  281.9 112.9   2   4    0.0081    0.0082    9.0  48.5   166   471   304   611   300   615 0.75 -
179362at2759_32264_0:00134b|NODE_859_length_15811_cov_67.394560:11233-15249   -           1027 179362at2759         -            938   2.8e-85  281.9 112.9   3   4   2.4e-06   2.4e-06   20.7  26.8   367   673   586   882   579   895 0.76 -
179362at2759_32264_0:00134b|NODE_859_length_15811_cov_67.394560:11233-15249   -           1027 179362at2759         -            938   2.8e-85  281.9 112.9   4   4       1.4       1.4    1.6  13.2   537   649   908  1023   901  1027 0.40 -
179362at2759_57397_0:0027d6|NODE_859_length_15811_cov_67.394560:11233-15303   -            986 179362at2759         -            938   2.8e-85  281.9  93.7   1   3   1.9e-83   1.9e-83  275.8  38.1     1   446     7   480     7   488 0.84 -
179362at2759_57397_0:0027d6|NODE_859_length_15811_cov_67.394560:11233-15303   -            986 179362at2759         -            938   2.8e-85  281.9  93.7   2   3     9e-05   9.1e-05   15.4  22.8   360   621   535   793   517   805 0.69 -
179362at2759_57397_0:0027d6|NODE_859_length_15811_cov_67.394560:11233-15303   -            986 179362at2759         -            938   2.8e-85  281.9  93.7   3   3      0.86      0.87    2.3  16.9   539   685   851   979   843   985 0.36 -
179362at2759_57421_0:003858|NODE_859_length_15811_cov_67.394560:11233-15303   -            982 179362at2759         -            938   2.8e-85  281.9 101.7   1   3   1.9e-82   1.9e-82  272.5  43.9     1   449     7   483     7   484 0.85 -
179362at2759_57421_0:003858|NODE_859_length_15811_cov_67.394560:11233-15303   -            982 179362at2759         -            938   2.8e-85  281.9 101.7   2   3   2.2e-05   2.2e-05   17.4  50.7   241   625   403   790   396   831 0.62 -
179362at2759_57421_0:003858|NODE_859_length_15811_cov_67.394560:11233-15303   -            982 179362at2759         -            938   2.8e-85  281.9 101.7   3   3      0.13      0.13    5.0  12.1   507   686   870   976   840   981 0.41 -
179362at2759_37344_0:0011f7|NODE_859_length_15811_cov_67.394560:11233-15294   -            987 179362at2759         -            938     3e-85  281.8 111.3   1   3   3.3e-79   3.3e-79  261.8  22.9     1   345     7   376     7   380 0.84 -
179362at2759_37344_0:0011f7|NODE_859_length_15811_cov_67.394560:11233-15294   -            987 179362at2759         -            938     3e-85  281.8 111.3   2   3      0.27      0.27    3.9  34.1   545   746   304   503   293   518 0.83 -
179362at2759_37344_0:0011f7|NODE_859_length_15811_cov_67.394560:11233-15294   -            987 179362at2759         -            938     3e-85  281.8 111.3   3   3   0.00013   0.00013   14.9  82.9   195   744   421   974   417   979 0.63 -
179362at2759_1155016_0:001b3f|NODE_859_length_15811_cov_67.394560:11233-14509 -            413 179362at2759         -            938     3e-85  281.8  24.0   1   1   4.3e-85   4.4e-85  281.3  24.0     1   362     7   397     7   413 0.75 -
179362at2759_1423351_1:0003d1|NODE_859_length_15811_cov_67.394560:11236-15294 -            946 179362at2759         -            938   3.1e-85  281.8 108.9   1   3   6.9e-80   6.9e-80  264.0   3.6     1   223     6   246     6   256 0.83 -
179362at2759_1423351_1:0003d1|NODE_859_length_15811_cov_67.394560:11236-15294 -            946 179362at2759         -            938   3.1e-85  281.8 108.9   2   3   0.00045   0.00046   13.1  45.3   195   472   262   554   258   560 0.79 -
179362at2759_1423351_1:0003d1|NODE_859_length_15811_cov_67.394560:11236-15294 -            946 179362at2759         -            938   3.1e-85  281.8 108.9   3   3    0.0012    0.0012   11.7  48.4   368   753   536   917   530   925 0.74 -
179362at2759_77166_0:002c42|NODE_859_length_15811_cov_67.394560:11233-15264   -           1020 179362at2759         -            938   3.1e-85  281.7 110.8   1   5   6.1e-82   6.2e-82  270.8   8.8     1   281     7   312     7   325 0.88 -
179362at2759_77166_0:002c42|NODE_859_length_15811_cov_67.394560:11233-15264   -           1020 179362at2759         -            938   3.1e-85  281.7 110.8   2   5     0.026     0.026    7.3  28.4   547   742   306   499   304   502 0.90 -
179362at2759_77166_0:002c42|NODE_859_length_15811_cov_67.394560:11233-15264   -           1020 179362at2759         -            938   3.1e-85  281.7 110.8   3   5     0.029     0.029    7.1  27.8   494   690   460   654   456   669 0.62 -
179362at2759_77166_0:002c42|NODE_859_length_15811_cov_67.394560:11233-15264   -           1020 179362at2759         -            938   3.1e-85  281.7 110.8   4   5   2.7e-05   2.8e-05   17.1  14.9   459   653   680   871   662   882 0.84 -
179362at2759_77166_0:002c42|NODE_859_length_15811_cov_67.394560:11233-15264   -           1020 179362at2759         -            938   3.1e-85  281.7 110.8   5   5      0.57      0.57    2.9  13.4   538   652   897  1014   887  1019 0.36 -
179362at2759_1754192_1:001eea|NODE_859_length_15811_cov_67.394560:11233-15270 -           1036 179362at2759         -            938   3.3e-85  281.7 113.3   1   4   6.6e-81   6.7e-81  267.4  26.8     1   401     7   433     7   433 0.85 -
179362at2759_1754192_1:001eea|NODE_859_length_15811_cov_67.394560:11233-15270 -           1036 179362at2759         -            938   3.3e-85  281.7 113.3   2   4     0.022     0.023    7.5  48.2   166   472   304   614   301   619 0.77 -
179362at2759_1754192_1:001eea|NODE_859_length_15811_cov_67.394560:11233-15270 -           1036 179362at2759         -            938   3.3e-85  281.7 113.3   3   4   6.8e-07   6.9e-07   22.4  60.1   195   661   417   872   403   896 0.68 -
179362at2759_1754192_1:001eea|NODE_859_length_15811_cov_67.394560:11233-15270 -           1036 179362at2759         -            938   3.3e-85  281.7 113.3   4   4       1.5       1.5    1.5  15.3   538   654   911  1030   903  1036 0.37 -
179362at2759_30538_0:003291|NODE_859_length_15811_cov_67.394560:11233-15261   -            987 179362at2759         -            938   3.5e-85  281.6  99.9   1   3   2.2e-80   2.2e-80  265.7  42.9     1   444     7   484     7   488 0.75 -
179362at2759_30538_0:003291|NODE_859_length_15811_cov_67.394560:11233-15261   -            987 179362at2759         -            938   3.5e-85  281.6  99.9   2   3     2e-06   2.1e-06   20.9  31.1   360   704   541   885   523   888 0.73 -
179362at2759_30538_0:003291|NODE_859_length_15811_cov_67.394560:11233-15261   -            987 179362at2759         -            938   3.5e-85  281.6  99.9   3   3      0.02      0.02    7.7  28.1   489   701   755   975   748   986 0.71 -
179362at2759_423536_1:003569|NODE_859_length_15811_cov_67.394560:11233-15252  -            914 179362at2759         -            938   3.7e-85  281.5  93.7   1   2   1.5e-82   1.5e-82  272.8  17.6     1   320     7   346     7   351 0.80 -
179362at2759_423536_1:003569|NODE_859_length_15811_cov_67.394560:11233-15252  -            914 179362at2759         -            938   3.7e-85  281.5  93.7   2   2    0.0014    0.0014   11.5  67.1   260   753   395   899   380   907 0.73 -
179362at2759_9823_0:00076e|NODE_859_length_15811_cov_67.394560:11233-15249    -            913 179362at2759         -            938   3.7e-85  281.5  95.7   1   3     8e-81   8.1e-81  267.1  24.9     1   336     7   369     7   375 0.86 -
179362at2759_9823_0:00076e|NODE_859_length_15811_cov_67.394560:11233-15249    -            913 179362at2759         -            938   3.7e-85  281.5  95.7   2   3     0.025     0.025    7.3  34.5   501   745   241   486   237   508 0.71 -
179362at2759_9823_0:00076e|NODE_859_length_15811_cov_67.394560:11233-15249    -            913 179362at2759         -            938   3.7e-85  281.5  95.7   3   3   1.4e-05   1.4e-05   18.1  44.5   359   728   540   902   489   913 0.71 -
179362at2759_1365824_1:000fad|NODE_859_length_15811_cov_67.394560:11233-15291 -            602 179362at2759         -            938   4.2e-85  281.3  61.0   1   2   1.9e-82     2e-82  272.5  26.6     1   360     7   398     7   412 0.74 -
179362at2759_1365824_1:000fad|NODE_859_length_15811_cov_67.394560:11233-15291 -            602 179362at2759         -            938   4.2e-85  281.3  61.0   2   2   9.9e-05    0.0001   15.3  50.9   364   686   280   600   279   602 0.82 -
179362at2759_79684_0:00151c|NODE_859_length_15811_cov_67.394560:11233-15249   -            940 179362at2759         -            938   4.3e-85  281.3 104.2   1   2   2.4e-81   2.5e-81  268.8  23.6     1   337     7   370     7   393 0.86 -
179362at2759_79684_0:00151c|NODE_859_length_15811_cov_67.394560:11233-15249   -            940 179362at2759         -            938   4.3e-85  281.3 104.2   2   2   0.00011   0.00011   15.1  73.4   209   728   409   929   405   940 0.68 -
179362at2759_7029_0:004ce0|NODE_859_length_15811_cov_67.394560:11233-15276    -            928 179362at2759         -            938   4.3e-85  281.3 103.0   1   3   6.1e-80   6.2e-80  264.2  22.8     1   351     7   382     7   389 0.83 -
179362at2759_7029_0:004ce0|NODE_859_length_15811_cov_67.394560:11233-15276    -            928 179362at2759         -            938   4.3e-85  281.3 103.0   2   3      0.31      0.31    3.7  40.4   514   785   294   563   287   564 0.68 -
179362at2759_7029_0:004ce0|NODE_859_length_15811_cov_67.394560:11233-15276    -            928 179362at2759         -            938   4.3e-85  281.3 103.0   3   3   2.3e-05   2.3e-05   17.4  47.0   360   744   533   921   513   927 0.63 -
179362at2759_456900_0:001057|NODE_859_length_15811_cov_67.394560:11233-15294  -           1057 179362at2759         -            938   4.4e-85  281.2 116.4   1   4   7.9e-81     8e-81  267.1  22.7     1   351     7   382     7   389 0.84 -
179362at2759_456900_0:001057|NODE_859_length_15811_cov_67.394560:11233-15294  -           1057 179362at2759         -            938   4.4e-85  281.2 116.4   2   4      0.73      0.74    2.5  50.8   167   472   305   627   304   633 0.59 -
179362at2759_456900_0:001057|NODE_859_length_15811_cov_67.394560:11233-15294  -           1057 179362at2759         -            938   4.4e-85  281.2 116.4   3   4   2.9e-06   2.9e-06   20.4  63.3   189   655   421   879   407   906 0.65 -
179362at2759_456900_0:001057|NODE_859_length_15811_cov_67.394560:11233-15294  -           1057 179362at2759         -            938   4.4e-85  281.2 116.4   4   4      0.54      0.54    2.9  15.6   539   682   925  1050   916  1057 0.36 -
179362at2759_7176_0:003aa4|NODE_859_length_15811_cov_67.394560:11233-15291    -            968 179362at2759         -            938   4.5e-85  281.2  97.6   1   3   4.5e-81   4.5e-81  268.0  26.5     1   401     7   433     7   433 0.85 -
179362at2759_7176_0:003aa4|NODE_859_length_15811_cov_67.394560:11233-15291    -            968 179362at2759         -            938   4.5e-85  281.2  97.6   2   3   1.5e-06   1.5e-06   21.3  59.2   166   646   304   784   302   787 0.74 -
179362at2759_7176_0:003aa4|NODE_859_length_15811_cov_67.394560:11233-15291    -            968 179362at2759         -            938   4.5e-85  281.2  97.6   3   3         1         1    2.0  16.4   539   681   837   961   829   968 0.36 -
179362at2759_1296123_1:001040|NODE_859_length_15811_cov_67.394560:11233-15234 -           1034 179362at2759         -            938     5e-85  281.1 107.8   1   4   1.8e-79   1.8e-79  262.6   5.5     1   221     7   252     7   281 0.82 -
179362at2759_1296123_1:001040|NODE_859_length_15811_cov_67.394560:11233-15234 -           1034 179362at2759         -            938     5e-85  281.1 107.8   2   4   0.00045   0.00045   13.1  55.0   360   697   307   644   300   661 0.78 -
179362at2759_1296123_1:001040|NODE_859_length_15811_cov_67.394560:11233-15234 -           1034 179362at2759         -            938     5e-85  281.1 107.8   3   4   2.3e-06   2.3e-06   20.7  15.1   459   691   670   902   650   907 0.81 -
179362at2759_1296123_1:001040|NODE_859_length_15811_cov_67.394560:11233-15234 -           1034 179362at2759         -            938     5e-85  281.1 107.8   4   4      0.81      0.82    2.3   9.0   203   288   938  1024   920  1033 0.31 -
179362at2759_8010_0:0015ca|NODE_859_length_15811_cov_67.394560:11233-15303    -           1007 179362at2759         -            938   5.5e-85  280.9 109.9   1   4   2.2e-81   2.2e-81  269.0  23.0     1   336     7   369     7   377 0.86 -
179362at2759_8010_0:0015ca|NODE_859_length_15811_cov_67.394560:11233-15303    -           1007 179362at2759         -            938   5.5e-85  280.9 109.9   2   4      0.12      0.12    5.1  42.5   166   469   292   592   290   597 0.78 -
179362at2759_8010_0:0015ca|NODE_859_length_15811_cov_67.394560:11233-15303    -           1007 179362at2759         -            938   5.5e-85  280.9 109.9   3   4   5.4e-06   5.5e-06   19.5  55.7   208   653   404   845   381   854 0.80 -
179362at2759_8010_0:0015ca|NODE_859_length_15811_cov_67.394560:11233-15303    -           1007 179362at2759         -            938   5.5e-85  280.9 109.9   4   4      0.44      0.44    3.2  16.0   539   685   872  1000   863  1006 0.36 -
179362at2759_1151754_1:000708|NODE_859_length_15811_cov_67.394560:11233-15255 -            914 179362at2759         -            938   5.8e-85  280.8 102.1   1   2   2.1e-80   2.1e-80  265.7  46.3     1   454     7   491     7   496 0.67 -
179362at2759_1151754_1:000708|NODE_859_length_15811_cov_67.394560:11233-15255 -            914 179362at2759         -            938   5.8e-85  280.8 102.1   2   2   0.00019   0.00019   14.4  80.0   164   750   332   906   323   911 0.62 -
179362at2759_670483_1:001a56|NODE_859_length_15811_cov_67.394560:11233-15303  -            625 179362at2759         -            938   5.9e-85  280.8  63.1   1   3   2.5e-81   2.6e-81  268.8  16.3     1   291     7   313     7   326 0.72 -
179362at2759_670483_1:001a56|NODE_859_length_15811_cov_67.394560:11233-15303  -            625 179362at2759         -            938   5.9e-85  280.8  63.1   2   3   0.00055   0.00056   12.8  15.5   403   559   256   414   254   423 0.84 -
179362at2759_670483_1:001a56|NODE_859_length_15811_cov_67.394560:11233-15303  -            625 179362at2759         -            938   5.9e-85  280.8  63.1   3   3   0.00045   0.00046   13.1  28.4   489   688   427   621   419   624 0.81 -
179362at2759_219809_0:001455|NODE_859_length_15811_cov_67.394560:11233-15249  -            996 179362at2759         -            938   6.5e-85  280.7 113.8   1   4   1.7e-80   1.7e-80  266.1   8.7     1   244     7   276     7   285 0.84 -
179362at2759_219809_0:001455|NODE_859_length_15811_cov_67.394560:11233-15249  -            996 179362at2759         -            938   6.5e-85  280.7 113.8   2   4   9.1e-05   9.2e-05   15.4  54.0   146   472   257   583   255   588 0.82 -
179362at2759_219809_0:001455|NODE_859_length_15811_cov_67.394560:11233-15249  -            996 179362at2759         -            938   6.5e-85  280.7 113.8   3   4   2.6e-05   2.6e-05   17.2  23.4   367   646   557   826   546   830 0.78 -
179362at2759_219809_0:001455|NODE_859_length_15811_cov_67.394560:11233-15249  -            996 179362at2759         -            938   6.5e-85  280.7 113.8   4   4       3.2       3.2    0.4  14.6   538   647   878   990   870   996 0.32 -
179362at2759_930990_1:000618|NODE_859_length_15811_cov_67.394560:11233-15267  -            920 179362at2759         -            938   6.7e-85  280.6  95.2   1   3   3.5e-80   3.6e-80  265.0   3.5     1   227     7   251     7   261 0.82 -
179362at2759_930990_1:000618|NODE_859_length_15811_cov_67.394560:11233-15267  -            920 179362at2759         -            938   6.7e-85  280.6  95.2   2   3      0.01      0.01    8.6  30.5   533   745   279   487   266   509 0.85 -
179362at2759_930990_1:000618|NODE_859_length_15811_cov_67.394560:11233-15267  -            920 179362at2759         -            938   6.7e-85  280.6  95.2   3   3   9.5e-06   9.7e-06   18.7  45.8   358   743   540   915   491   920 0.69 -
179362at2759_8187_0:00302f|NODE_859_length_15811_cov_67.394560:11233-15303    -            931 179362at2759         -            938   7.1e-85  280.5 101.1   1   3   3.7e-81   3.8e-81  268.2  23.9     1   336     7   369     7   376 0.86 -
179362at2759_8187_0:00302f|NODE_859_length_15811_cov_67.394560:11233-15303    -            931 179362at2759         -            938   7.1e-85  280.5 101.1   2   3   4.8e-05   4.9e-05   16.3  62.4   166   647   292   779   292   800 0.72 -
179362at2759_8187_0:00302f|NODE_859_length_15811_cov_67.394560:11233-15303    -            931 179362at2759         -            938   7.1e-85  280.5 101.1   3   3      0.44      0.45    3.2  28.7   489   695   709   920   701   930 0.59 -
179362at2759_914234_1:000b33|NODE_859_length_15811_cov_67.394560:11233-15294  -            590 179362at2759         -            938   7.3e-85  280.5  54.8   1   1   6.3e-84   6.3e-84  277.4  54.8     1   554     7   589     7   590 0.77 -
179362at2759_7159_0:003700|NODE_859_length_15811_cov_67.394560:11233-15267    -           1019 179362at2759         -            938   7.3e-85  280.5 102.0   1   3   2.4e-82   2.4e-82  272.2  17.9     1   351     7   382     7   392 0.84 -
179362at2759_7159_0:003700|NODE_859_length_15811_cov_67.394560:11233-15267    -           1019 179362at2759         -            938   7.3e-85  280.5 102.0   2   3   8.2e-05   8.3e-05   15.6  53.5   237   646   445   843   441   847 0.74 -
179362at2759_7159_0:003700|NODE_859_length_15811_cov_67.394560:11233-15267    -           1019 179362at2759         -            938   7.3e-85  280.5 102.0   3   3       1.6       1.6    1.4  15.2   538   653   895  1013   887  1019 0.36 -
179362at2759_88501_0:00264e|NODE_859_length_15811_cov_67.394560:11233-15303   -           1019 179362at2759         -            938   7.8e-85  280.4 114.9   1   4   4.2e-79   4.2e-79  261.4  24.8     1   336     7   364     7   371 0.87 -
179362at2759_88501_0:00264e|NODE_859_length_15811_cov_67.394560:11233-15303   -           1019 179362at2759         -            938   7.8e-85  280.4 114.9   2   4     0.057     0.057    6.2  33.6   542   749   285   489   269   494 0.87 -
179362at2759_88501_0:00264e|NODE_859_length_15811_cov_67.394560:11233-15303   -           1019 179362at2759         -            938   7.8e-85  280.4 114.9   3   4   1.3e-07   1.3e-07   24.8  59.9   194   653   403   857   385   866 0.77 -
179362at2759_88501_0:00264e|NODE_859_length_15811_cov_67.394560:11233-15303   -           1019 179362at2759         -            938   7.8e-85  280.4 114.9   4   4      0.45      0.45    3.2  16.0   539   685   884  1012   875  1018 0.36 -
179362at2759_56723_0:0039d9|NODE_859_length_15811_cov_67.394560:11233-15303   -            992 179362at2759         -            938     8e-85  280.4 112.0   1   4   2.5e-80   2.5e-80  265.5  26.0     1   336     7   369     7   372 0.86 -
179362at2759_56723_0:0039d9|NODE_859_length_15811_cov_67.394560:11233-15303   -            992 179362at2759         -            938     8e-85  280.4 112.0   2   4     0.033     0.033    6.9  31.7   545   745   292   490   275   496 0.86 -
179362at2759_56723_0:0039d9|NODE_859_length_15811_cov_67.394560:11233-15303   -            992 179362at2759         -            938     8e-85  280.4 112.0   3   4     0.001    0.0011   11.9  73.6   209   739   409   945   409   946 0.72 -
179362at2759_56723_0:0039d9|NODE_859_length_15811_cov_67.394560:11233-15303   -            992 179362at2759         -            938     8e-85  280.4 112.0   4   4      0.15      0.15    4.8  29.1   489   695   773   981   768   991 0.60 -
179362at2759_100787_1:004a3c|NODE_859_length_15811_cov_67.394560:11233-15273  -            982 179362at2759         -            938   8.6e-85  280.3 111.6   1   5   1.6e-80   1.6e-80  266.1  25.7     1   336     7   369     7   375 0.86 -
179362at2759_100787_1:004a3c|NODE_859_length_15811_cov_67.394560:11233-15273  -            982 179362at2759         -            938   8.6e-85  280.3 111.6   2   5     0.021     0.022    7.6  32.6   540   747   288   492   271   494 0.88 -
179362at2759_100787_1:004a3c|NODE_859_length_15811_cov_67.394560:11233-15273  -            982 179362at2759         -            938   8.6e-85  280.3 111.6   3   5      0.17      0.17    4.6  31.4   442   626   405   591   398   613 0.80 -
179362at2759_100787_1:004a3c|NODE_859_length_15811_cov_67.394560:11233-15273  -            982 179362at2759         -            938   8.6e-85  280.3 111.6   4   5   7.3e-06   7.4e-06   19.0  19.8   459   703   617   861   596   863 0.83 -
179362at2759_100787_1:004a3c|NODE_859_length_15811_cov_67.394560:11233-15273  -            982 179362at2759         -            938   8.6e-85  280.3 111.6   5   5      0.91      0.93    2.2  19.4   515   655   838   976   818   982 0.42 -
179362at2759_1277687_1:000985|NODE_859_length_15811_cov_67.394560:11233-15276 -            701 179362at2759         -            938   8.7e-85  280.3  61.6   1   1   4.5e-83   4.5e-83  274.6  61.6     1   656     7   695     7   701 0.70 -
179362at2759_145388_0:001570|NODE_859_length_15811_cov_67.394560:11233-13460  -            350 179362at2759         -            938   9.7e-85  280.1  13.1   1   1   1.7e-84   1.7e-84  279.3  13.1     1   307     7   336     7   347 0.77 -
179362at2759_29159_0:0051e4|NODE_859_length_15811_cov_67.394560:11233-15279   -            959 179362at2759         -            938     1e-84  280.1 107.3   1   3     3e-80     3e-80  265.2  25.3     1   349     7   380     7   384 0.84 -
179362at2759_29159_0:0051e4|NODE_859_length_15811_cov_67.394560:11233-15279   -            959 179362at2759         -            938     1e-84  280.1 107.3   2   3       1.1       1.1    1.9  42.0   166   458   304   589   300   592 0.63 -
179362at2759_29159_0:0051e4|NODE_859_length_15811_cov_67.394560:11233-15279   -            959 179362at2759         -            938     1e-84  280.1 107.3   3   3   4.7e-05   4.8e-05   16.4  48.4   356   745   559   952   540   958 0.63 -
179362at2759_6565_0:001caf|NODE_859_length_15811_cov_67.394560:11233-15279    -            959 179362at2759         -            938     1e-84  280.1 107.3   1   3     3e-80     3e-80  265.2  25.3     1   349     7   380     7   384 0.84 -
179362at2759_6565_0:001caf|NODE_859_length_15811_cov_67.394560:11233-15279    -            959 179362at2759         -            938     1e-84  280.1 107.3   2   3       1.1       1.1    1.9  42.0   166   458   304   589   300   592 0.63 -
179362at2759_6565_0:001caf|NODE_859_length_15811_cov_67.394560:11233-15279    -            959 179362at2759         -            938     1e-84  280.1 107.3   3   3   4.7e-05   4.8e-05   16.4  48.4   356   745   559   952   540   958 0.63 -
179362at2759_28612_0:00012c|NODE_859_length_15811_cov_67.394560:11230-15300   -            917 179362at2759         -            938   1.1e-84  279.9 111.0   1   3   1.7e-79   1.7e-79  262.8   5.4     1   221     8   253     8   273 0.83 -
179362at2759_28612_0:00012c|NODE_859_length_15811_cov_67.394560:11230-15300   -            917 179362at2759         -            938   1.1e-84  279.9 111.0   2   3    0.0063    0.0064    9.3  63.7   151   747   272   710   268   722 0.45 -
179362at2759_28612_0:00012c|NODE_859_length_15811_cov_67.394560:11230-15300   -            917 179362at2759         -            938   1.1e-84  279.9 111.0   3   3    0.0009   0.00091   12.1  28.4   489   688   720   914   712   917 0.81 -
179362at2759_150288_0:000de9|NODE_859_length_15811_cov_67.394560:11233-15303  -            991 179362at2759         -            938   1.1e-84  279.9 108.8   1   3   2.7e-81   2.8e-81  268.7  23.3     1   336     7   369     7   377 0.86 -
179362at2759_150288_0:000de9|NODE_859_length_15811_cov_67.394560:11233-15303  -            991 179362at2759         -            938   1.1e-84  279.9 108.8   2   3   1.3e-05   1.4e-05   18.2  54.2   208   646   404   838   386   842 0.79 -
179362at2759_150288_0:000de9|NODE_859_length_15811_cov_67.394560:11233-15303  -            991 179362at2759         -            938   1.1e-84  279.9 108.8   3   3      0.59       0.6    2.8  28.8   489   695   769   980   764   990 0.59 -
179362at2759_944288_1:002522|NODE_859_length_15811_cov_67.394560:11233-15216  -            565 179362at2759         -            938   1.1e-84  279.9  32.8   1   2   1.1e-84   1.1e-84  279.9  32.8     1   445     7   469     7   474 0.83 -
179362at2759_944288_1:002522|NODE_859_length_15811_cov_67.394560:11233-15216  -            565 179362at2759         -            938   1.1e-84  279.9  32.8   2   2       2.8       2.8    0.6  19.5   539   691   428   558   401   565 0.23 -
179362at2759_1507135_0:0006ea|NODE_859_length_15811_cov_67.394560:11233-14317 -            727 179362at2759         -            938   1.2e-84  279.9  69.4   1   3   1.1e-82   1.1e-82  273.3   7.5     1   279     7   310     7   313 0.89 -
179362at2759_1507135_0:0006ea|NODE_859_length_15811_cov_67.394560:11233-14317 -            727 179362at2759         -            938   1.2e-84  279.9  69.4   2   3    0.0062    0.0063    9.4  47.0   166   472   304   609   300   615 0.67 -
179362at2759_1507135_0:0006ea|NODE_859_length_15811_cov_67.394560:11233-14317 -            727 179362at2759         -            938   1.2e-84  279.9  69.4   3   3    0.0031    0.0031   10.4   6.0   368   496   584   707   577   727 0.66 -
179362at2759_7719_0:0000bc|NODE_859_length_15811_cov_67.394560:11233-15291    -            994 179362at2759         -            938   1.2e-84  279.8 115.7   1   4   6.8e-80   6.8e-80  264.1   3.5     1   223     7   247     7   257 0.83 -
179362at2759_7719_0:0000bc|NODE_859_length_15811_cov_67.394560:11233-15291    -            994 179362at2759         -            938   1.2e-84  279.8 115.7   2   4    0.0085    0.0086    8.9  35.5   514   749   263   491   258   496 0.86 -
179362at2759_7719_0:0000bc|NODE_859_length_15811_cov_67.394560:11233-15291    -            994 179362at2759         -            938   1.2e-84  279.8 115.7   3   4   1.8e-05   1.8e-05   17.8  50.8   270   684   451   855   443   864 0.74 -
179362at2759_7719_0:0000bc|NODE_859_length_15811_cov_67.394560:11233-15291    -            994 179362at2759         -            938   1.2e-84  279.8 115.7   4   4      0.41      0.41    3.3  19.1   516   660   845   987   828   994 0.47 -
179362at2759_5627_1:002036|NODE_859_length_15811_cov_67.394560:11233-15294    -            968 179362at2759         -            938   1.2e-84  279.8  99.6   1   3   5.5e-82   5.5e-82  271.0  17.2     1   336     7   364     7   373 0.88 -
179362at2759_5627_1:002036|NODE_859_length_15811_cov_67.394560:11233-15294    -            968 179362at2759         -            938   1.2e-84  279.8  99.6   2   3   0.00011   0.00011   15.2  48.3   260   647   418   802   403   804 0.78 -
179362at2759_5627_1:002036|NODE_859_length_15811_cov_67.394560:11233-15294    -            968 179362at2759         -            938   1.2e-84  279.8  99.6   3   3      0.19       0.2    4.4  32.0   489   707   732   951   725   967 0.77 -
179362at2759_7224_0:0006f7|NODE_859_length_15811_cov_67.394560:11233-15168    -            990 179362at2759         -            938   1.2e-84  279.8 102.2   1   4   1.6e-81   1.6e-81  269.5  20.7     1   320     7   346     7   352 0.80 -
179362at2759_7224_0:0006f7|NODE_859_length_15811_cov_67.394560:11233-15168    -            990 179362at2759         -            938   1.2e-84  279.8 102.2   2   4    0.0011    0.0011   11.9  37.8   499   745   218   465   216   470 0.90 -
179362at2759_7224_0:0006f7|NODE_859_length_15811_cov_67.394560:11233-15168    -            990 179362at2759         -            938   1.2e-84  279.8 102.2   3   4   9.3e-06   9.4e-06   18.7  60.8   195   691   384   880   376   885 0.70 -
179362at2759_7224_0:0006f7|NODE_859_length_15811_cov_67.394560:11233-15168    -            990 179362at2759         -            938   1.2e-84  279.8 102.2   4   4       1.2       1.2    1.8   4.7   372   628   917   984   899   989 0.38 -
179362at2759_28743_0:0033b1|NODE_859_length_15811_cov_67.394560:11233-15303   -            999 179362at2759         -            938   1.2e-84  279.8 115.8   1   4   1.2e-80   1.2e-80  266.5  25.4     1   336     7   369     7   376 0.86 -
179362at2759_28743_0:0033b1|NODE_859_length_15811_cov_67.394560:11233-15303   -            999 179362at2759         -            938   1.2e-84  279.8 115.8   2   4    0.0037    0.0037   10.1  49.1   166   472   292   606   288   612 0.74 -
